"yearmo","strata","strata.n","dload.bi_kgd","dload.ub_kgd","tload_kglenS","degf","lenObs","lenStr","MSE_kglenS","Cl_kglenS","flowmu_m3s","flowav_m3s"
200305,8,3,1337901949.6895,1337901949.6895,4013705849.1,2,3,3,4694154373777710,625347238.112939,295.8964016,295.8964016
200305,8,4,1017726102.40376,1017726102.40376,3053178307.2,2,3,3,35044156061253260,1708639157.43893,295.979794576,295.979794576
200305,8,5,213122460.840948,213121850.090025,1065609250.5,2,3,5,1117080726854067,508432824.89652,296.0964881088,296.122936
200305,8,6,114095090.330243,114095090.330243,456380361.3,3,4,4,46877424036825.3,50320195.3276962,296.2220448,296.2220448
200305,8,7,60091853.8336623,60091853.8336623,180275561.5,2,3,3,11424342834882.2,30850212.9280489,296.319596176,296.319596176
200305,8,8,41022277.8478272,41022277.8478272,164089111.4,3,4,4,5067810548543.71,16545147.1648533,296.4202624,296.4202624
200305,9,1,76480400.6595072,76480400.6595072,229441202,2,3,3,1003837135059371,289183946.951696,295.6415504,295.6415504
200305,9,2,519703907.85044,519703907.85044,1559111723.6,2,3,3,62268550770514032,2277597257.64585,295.7265008,295.7265008
200305,9,3,699063663.456922,699063663.456922,2097190990.4,2,3,3,7737295496508776,802855050.751283,295.8114512,295.8114512
200305,9,4,1337901949.6895,1337901949.6895,4013705849.1,2,3,3,4694154373777710,625347238.112939,295.8964016,295.8964016
200305,9,5,1017726102.40376,1017726102.40376,3053178307.2,2,3,3,35044156061253260,1708639157.43893,295.979794576,295.979794576
200305,9,6,213122460.840948,213121850.090025,1065609250.5,2,3,5,1117080726854067,508432824.89652,296.0964881088,296.122936
200305,9,7,114095090.330243,114095090.330243,456380361.3,3,4,4,46877424036825.3,50320195.3276962,296.2220448,296.2220448
200305,9,8,60091853.8336623,60091853.8336623,180275561.5,2,3,3,11424342834882.2,30850212.9280489,296.319596176,296.319596176
200305,9,9,41022277.8478272,41022277.8478272,164089111.4,3,4,4,5067810548543.71,16545147.1648533,296.4202624,296.4202624
200306,0,1,146621003.658889,146621003.658889,4398630109.8,29,30,30,711718811196086400,320403537.104557,296.8990003792,296.8990003792
200307,0,1,356023370.709822,356023370.709822,11036724492,30,31,31,3892733566973437952,735665505.232378,297.764707526194,297.764707526194
200308,0,1,184465330.5366,184465330.5366,5718425246.6,30,31,31,1977015575143747584,524273731.539363,298.642679044645,298.642679044645
200309,0,1,196186984.006393,196186984.006393,5885609520.2,29,30,30,1569628282061389312,475818679.278461,299.5063263728,299.5063263728
